chr1	0	500000	chr1	0	500000	4
chr1	0	500000	chr1	500000	1000000	2
chr1	0	500000	chr1	1000000	1500000	1
chr1	0	500000	chr1	5000000	5500000	1
chr1	0	500000	chr1	5500000	6000000	1
chr1	0	500000	chr1	11500000	12000000	1
chr1	0	500000	chr1	16000000	16500000	1
chr1	0	500000	chr1	17000000	17500000	1
chr1	0	500000	chr1	22000000	22500000	2
chr1	0	500000	chr1	24500000	25000000	1
chr1	0	500000	chr1	26000000	26500000	1
chr1	0	500000	chr1	28500000	29000000	1
chr1	0	500000	chr1	30000000	30500000	2
chr1	0	500000	chr1	32000000	32500000	1
chr1	0	500000	chr1	33000000	33500000	1
chr1	0	500000	chr1	38500000	39000000	1
chr1	0	500000	chr1	42500000	43000000	1
chr1	0	500000	chr1	53000000	53500000	1
chr1	0	500000	chr1	55000000	55500000	1
chr1	0	500000	chr1	66000000	66500000	1
chr1	0	500000	chr1	78500000	79000000	1
chr1	0	500000	chr1	79500000	80000000	1
chr1	0	500000	chr1	81000000	81500000	1
chr1	0	500000	chr1	94500000	95000000	1
chr1	0	500000	chr1	107000000	107500000	1
chr1	0	500000	chr1	113500000	114000000	1
chr1	0	500000	chr1	114500000	115000000	1
chr1	0	500000	chr1	115500000	116000000	1
chr1	0	500000	chr1	150500000	151000000	1
chr1	0	500000	chr1	151500000	152000000	1
chr1	0	500000	chr1	155500000	156000000	1
chr1	0	500000	chr1	157500000	158000000	1
chr1	0	500000	chr1	161000000	161500000	1
chr1	0	500000	chr1	163500000	164000000	1
chr1	0	500000	chr1	179500000	180000000	1
chr1	0	500000	chr1	182000000	182500000	1
chr1	0	500000	chr1	201500000	202000000	1
chr1	0	500000	chr1	209500000	210000000	1
chr1	0	500000	chr1	210500000	211000000	1
chr1	0	500000	chr1	211500000	212000000	1
chr1	0	500000	chr1	222500000	223000000	1
chr1	0	500000	chr1	224000000	224500000	1
chr1	0	500000	chr1	227000000	227500000	1
chr1	0	500000	chr1	228000000	228500000	1
chr1	0	500000	chr1	238500000	239000000	1
chr1	0	500000	chr1	241000000	241500000	1
chr1	0	500000	chr1	245000000	245500000	1
chr1	0	500000	chr1	245500000	246000000	1
chr1	0	500000	chr1	249000000	249250621	1
chr1	0	500000	chr2	9500000	10000000	1
chr1	0	500000	chr2	12000000	12500000	1
chr1	0	500000	chr2	20000000	20500000	1
chr1	0	500000	chr2	25000000	25500000	1
chr1	0	500000	chr2	39500000	40000000	2
chr1	0	500000	chr2	43000000	43500000	2
chr1	0	500000	chr2	45500000	46000000	1
chr1	0	500000	chr2	47500000	48000000	1
chr1	0	500000	chr2	53000000	53500000	1
chr1	0	500000	chr2	54500000	55000000	1
chr1	0	500000	chr2	55500000	56000000	1
chr1	0	500000	chr2	56500000	57000000	1
chr1	0	500000	chr2	61500000	62000000	1
chr1	0	500000	chr2	64500000	65000000	1
chr1	0	500000	chr2	69500000	70000000	1
chr1	0	500000	chr2	75500000	76000000	1
chr1	0	500000	chr2	79000000	79500000	1
chr1	0	500000	chr2	85500000	86000000	1
chr1	0	500000	chr2	86000000	86500000	1
chr1	0	500000	chr2	110000000	110500000	1
chr1	0	500000	chr2	111000000	111500000	1
chr1	0	500000	chr2	112000000	112500000	1
chr1	0	500000	chr2	128500000	129000000	1
chr1	0	500000	chr2	133500000	134000000	1
chr1	0	500000	chr2	156500000	157000000	1
chr1	0	500000	chr2	157000000	157500000	1
chr1	0	500000	chr2	164000000	164500000	1
chr1	0	500000	chr2	167000000	167500000	1
chr1	0	500000	chr2	172000000	172500000	1
chr1	0	500000	chr2	205500000	206000000	1
chr1	0	500000	chr2	225500000	226000000	1
chr1	0	500000	chr2	231000000	231500000	1
chr1	0	500000	chr2	233000000	233500000	1
chr1	0	500000	chr2	233500000	234000000	1
chr1	0	500000	chr2	239000000	239500000	1
chr1	0	500000	chr2	241500000	242000000	1
chr1	0	500000	chr2	242500000	243000000	4
chr1	0	500000	chr2	243000000	243199373	1
chr1	0	500000	chr3	5500000	6000000	1
chr1	0	500000	chr3	12500000	13000000	1
chr1	0	500000	chr3	17000000	17500000	1
chr1	0	500000	chr3	19000000	19500000	1
chr1	0	500000	chr3	19500000	20000000	1
chr1	0	500000	chr3	33000000	33500000	1
chr1	0	500000	chr3	38000000	38500000	1
chr1	0	500000	chr3	39500000	40000000	1
chr1	0	500000	chr3	42000000	42500000	1
chr1	0	500000	chr3	47000000	47500000	1
chr1	0	500000	chr3	51500000	52000000	1
chr1	0	500000	chr3	57000000	57500000	1
chr1	0	500000	chr3	78000000	78500000	1
